search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
9415	Hs_Hippocampus_Control-ETD	Brain	Hwang et al. (2017)	28965411	PXD007166
9412	Hs_Hippocampus_AD-CID	Brain	Hwang et al. (2017)	28965411	PXD007166
9413	Hs_Hippocampus_AD-ETD	Brain	Hwang et al. (2017)	28965411	PXD007166
9417	Hs_Hippocampus_Epilepsy-ETD	Brain	Hwang et al. (2017)	28965411	PXD007166
9416	Hs_Hippocampus_Epilepsy-CID	Brain	Hwang et al. (2017)	28965411	PXD007166
9968	CNHPP_HCC-Phospho-Tumor_S-I	Cancer, Liver	Jiang et al. (2019)	30814741	PXD008373
9969	CNHPP_HCC-Phospho-Tumor_S-II	Cancer, Liver	Jiang et al. (2019)	30814741	PXD008373
9970	CNHPP_HCC-Phospho-Tumor_S-III	Cancer, Liver	Jiang et al. (2019)	30814741	PXD008373
9967	CNHPP_HCC-Phospho-Tumor_Others	Cancer, Liver	Jiang et al. (2019)	30814741	PXD008373
9972	CNHPP_HCC-Phospho-nonTumor_S-I	Liver	Jiang et al. (2019)	30814741	PXD008373
9973	CNHPP_HCC-Phospho-nonTumor_S-II	Liver	Jiang et al. (2019)	30814741	PXD008373
9974	CNHPP_HCC-Phospho-nonTumor_S-III	Liver	Jiang et al. (2019)	30814741	PXD008373
9971	CNHPP_HCC-Phospho-nonTumor_Others	Liver	Jiang et al. (2019)	30814741	PXD008373
10015	Hs_hMSCs_AdiposeTissue_QExactive	Non Cancer Cell Lines	Clemente et al. (2018)	29974749	PXD009893
10017	Hs_hMSCs_UmbilicalCord_QExactive	Non Cancer Cell Lines	Clemente et al. (2018)	29974749	PXD009893
10016	Hs_hMSCs_AdiposeTissue_TripleTOF	Non Cancer Cell Lines	Clemente et al. (2018)	29974749	PXD009893
10018	Hs_hMSCs_UmbilicalCord_TripleTOF	Non Cancer Cell Lines	Clemente et al. (2018)	29974749	PXD009893
10019	Hela-S3_CellCycle	Cancer Cell Lines, Other Female Reproductive Organ	Aviner et al. (2015)	26439921	PXD002802
10020	Hs_Hepatocyte_Proteome	Liver	Wisniewski et al. (2016)	26825538	PXD001874
10021	Hs_HepG2_Proteome	Cancer Cell Lines, Liver	Wisniewski et al. (2016)	26825538	PXD001874
10023	Hs_HEK293_GenomicVariants_Fractionation	Non Cancer Cell Lines	Lobas et al. (2016)	27233776	PXD002613
10022	Hs_HEK293_GenomicVariants	Non Cancer Cell Lines	Lobas et al. (2016)	27233776	PXD002613
10025	Hs_UrinaryExosome_Ubiquitylation_inGel	Urine	Huebner et al. (2016)	26884507	PXD002645
10027	Hs_Urine_Proteome	Urine	Di Meo et al. (2017)	27394047	PXD003595
10026	Hs_Urine_Peptidome	Urine	Di Meo et al. (2017)	27394047	PXD003595
10028	Hs_HGSOC_59M	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10029	Hs_HGSOC_A2780	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10030	Hs_HGSOC_A2780CP70	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10031	Hs_HGSOC_CAOV3	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10032	Hs_HGSOC_COV318	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10033	Hs_HGSOC_DOV13	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10034	Hs_HGSOC_HEYA8	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10035	Hs_HGSOC_IGROV1	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10036	Hs_HGSOC_IGROV1CP	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10037	Hs_HGSOC_IOSE397	Non Cancer Cell Lines	Coscia et al. (2016)	27561551	PXD003668
10038	Hs_HGSOC_IOSE7576	Non Cancer Cell Lines	Coscia et al. (2016)	27561551	PXD003668
10039	Hs_HGSOC_JHOS2	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10040	Hs_HGSOC_KURAMOCHI	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10041	Hs_HGSOC_OVCA433	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10042	Hs_HGSOC_OVCAR3	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10043	Hs_HGSOC_OVCAR5	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10044	Hs_HGSOC_OVISE	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10045	Hs_HGSOC_OVKATE	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10046	Hs_HGSOC_OVSAHO	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10047	Hs_HGSOC_PEO1	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10048	Hs_HGSOC_PEO4	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10049	Hs_HGSOC_SKOV3IP1	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10050	Hs_HGSOC_SNU119	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10051	Hs_HGSOC_TOV112	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10052	Hs_HGSOC_TYKNU	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10053	Hs_HGSOC_TYKNUCP	Cancer Cell Lines, Ovary	Coscia et al. (2016)	27561551	PXD003668
10054	Hs_HGSOC	Cancer, Ovary	Coscia et al. (2016)	27561551	PXD003668
10055	Hs_HGSOC_FTEC	Other Female Reproductive Organ	Coscia et al. (2016)	27561551	PXD003668
10057	Hs_Glioblastoma_Cell_Lines_Proteome	Cancer Cell Lines, Brain	Shraibman et al. (2016)	27412690	PXD003790
10056	Hs_Glioblastoma_Cell_Lines_Peptidome	Cancer Cell Lines, Brain	Shraibman et al. (2016)	27412690	PXD003790
10058	CNHPP_HCC-nonTumor_Others	Liver	Jiang et al. (2019)	30814741	
10059	CNHPP_HCC-nonTumor_S-III	Liver	Jiang et al. (2019)	30814741	
10060	CNHPP_HCC-nonTumor_S-II	Liver	Jiang et al. (2019)	30814741	
10061	CNHPP_HCC-nonTumor_S-I	Liver	Jiang et al. (2019)	30814741	
10062	CNHPP_HCC-Tumor_Others	Cancer, Liver	Jiang et al. (2019)	30814741	
10063	CNHPP_HCC-Tumor_S-III	Cancer, Liver	Jiang et al. (2019)	30814741	
10064	CNHPP_HCC-Tumor_S-II	Cancer, Liver	Jiang et al. (2019)	30814741	
10065	CNHPP_HCC-Tumor_S-I	Cancer, Liver	Jiang et al. (2019)	30814741	
10066	Hs_K562-NE_FASP-SAX	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10067	Hs_K562-NE_UPS	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10068	Hs_PBMC-NE_UPS	Blood Cells	Hubner et al. (2015)	25546135	PXD000782
10069	Hs_PBMC-NE_FASP-SAX	Blood Cells	Hubner et al. (2015)	25546135	PXD000782
10070	Hs_K562-RUNX1-MMT	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10071	Hs_K562-SP1_DTT	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10072	Hs_K562-SP1_GATA1-MMT	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10073	Hs_K562-SP1_hand_pull_down	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10074	Hs_K562-SP1_LFQ	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10075	Hs_K562-SP1_TECP-MMT	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10076	Hs_K562-SP1_titrations-MMT	Cancer Cell Lines, Blood	Hubner et al. (2015)	25546135	PXD000782
10077	Hs_PBMC-rs6904029-MMT	Blood Cells	Hubner et al. (2015)	25546135	PXD000782
10078	Hs_PBMC-RUNX1-MMT	Blood Cells	Hubner et al. (2015)	25546135	PXD000782
10079	Hs_FSF_SP1-MMT	Other Male Reproductive Organ	Hubner et al. (2015)	25546135	PXD000782
10080	Breast_Cancer_HCC1599	Cancer Cell Lines, Breast	Pozniak et al. (2016)	27135363	PXD000815
10081	Breast_Cancer_HCC1937	Cancer Cell Lines, Breast	Pozniak et al. (2016)	27135363	PXD000815
10082	Breast_Cancer_HCC2218	Cancer Cell Lines, Breast	Pozniak et al. (2016)	27135363	PXD000815
10083	Breast_Cancer_Lymphnode-metastases	Cancer, Breast	Pozniak et al. (2016)	27135363	PXD000815
10084	Breast_Cancer_Lymphnode-neg	Cancer, Breast	Pozniak et al. (2016)	27135363	PXD000815
10085	Breast_Cancer_Lymphnode-pos	Cancer, Breast	Pozniak et al. (2016)	27135363	PXD000815
10086	Breast_Cancer_Healthy-duct-epithelia	Breast	Pozniak et al. (2016)	27135363	PXD000815
10087	Breast_Cancer_HMEC-SILAC	Breast	Pozniak et al. (2016)	27135363	PXD000815
10088	Breast_Cancer_MCF7-SILAC	Cancer Cell Lines, Breast	Pozniak et al. (2016)	27135363	PXD000815
10090	TCellXTalk	Cancer Cell Lines, Blood	Casanovas et al. (2019)	30219844	PXD010176
10091	C-HPP_MissingProtein-HAP1	Cancer Cell Lines, Blood	Lee et al. (2018)	29474001	PXD006614
10092	C-HPP_MissingProtein-KBM-7	Cancer Cell Lines, Blood	Lee et al. (2018)	29474001	PXD006614
10093	Hs_Plasma_HiRIEF_3-10_1mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10094	Hs_Plasma_HiRIEF_3.7-4.05_0.2mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10095	Hs_Plasma_HiRIEF_3.7-4.05_0.6mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10096	Hs_Plasma_HiRIEF_3.7-4.05_1mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10097	Hs_Plasma_HiRIEF_3.7-4.9_1mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10098	Hs_Plasma_HiRIEF_4.0-4.25_0.2mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10099	Hs_Plasma_HiRIEF_4.0-4.25_0.6mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10100	Hs_Plasma_HiRIEF_4.0-4.25_1mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10101	Hs_Plasma_HiRIEF_4.0-4.25_2mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10102	Hs_Plasma_HiRIEF_4.0-4.25_4mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10103	Hs_Plasma_HiRIEF_4.0-4.25_6mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10104	Hs_Plasma_HiRIEF_4.2-4.45_0.2mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10105	Hs_Plasma_HiRIEF_4.2-4.45_0.6mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10106	Hs_Plasma_HiRIEF_4.2-4.45_1mg	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10107	HiRIEF-Dummy	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10108	HiRIEF-PSA	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10109	HiRIEF-TMT	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10110	HiRIEF-MotherChild	Blood Plasma	Pernemalm et al. (2019)	30958262	PXD010899
10111	Hs_AMY_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10112	Hs_AMY_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10113	Hs_AMY_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10114	Hs_CBC_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10115	Hs_CBC_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10116	Hs_CBC_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10117	Hs_DFC_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10118	Hs_DFC_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10119	Hs_DFC_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10120	Hs_HIP_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10121	Hs_HIP_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10122	Hs_HIP_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10123	Hs_MD_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10124	Hs_MD_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10125	Hs_MD_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10126	Hs_STR_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10127	Hs_STR_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10128	Hs_STR_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10129	Hs_V1C_Fractionated	Brain	Carlyle et al. (2017)	29184206	PXD005445
10130	Hs_V1C_SingleShot	Brain	Carlyle et al. (2017)	29184206	PXD005445
10131	Hs_V1C_SingleShot-Dev	Brain	Carlyle et al. (2017)	29184206	PXD005445
10132	Hs_Brain_Postnatal_Control	Brain	Carlyle et al. (2017)	29184206	PXD005445
10133	Hs_variant_rs35033974_GluC	Sperm	Schiza et al. (2019)	30429210	PXD008333
10134	Hs_variant_rs35033974_Trypsin	Sperm	Schiza et al. (2019)	30429210	PXD008333
10135	Hs_Brain-AD_Amygdala	Brain	McKetney et al. (2019)	30735395	PXD010603
10136	Hs_Brain-AD_Caudate_Nucleus	Brain	McKetney et al. (2019)	30735395	PXD010603
10137	Hs_Brain-AD_Cerebellum	Brain	McKetney et al. (2019)	30735395	PXD010603
10138	Hs_Brain-AD_Entorinal_Cortex	Brain	McKetney et al. (2019)	30735395	PXD010603
10139	Hs_Brain-AD_Inferior_Parietal_Lobule	Brain	McKetney et al. (2019)	30735395	PXD010603
10140	Hs_Brain-AD_Middle_Frontal_Gyrus	Brain	McKetney et al. (2019)	30735395	PXD010603
10141	Hs_Brain-AD_Superior_Temporal_Gyrus	Brain	McKetney et al. (2019)	30735395	PXD010603
10142	Hs_Brain-AD_Thalamus	Brain	McKetney et al. (2019)	30735395	PXD010603
10143	Hs_Brain-AD_Visual_Cortex	Brain	McKetney et al. (2019)	30735395	PXD010603
10144	Hs_Brain-Cohort_Amygdala	Brain	McKetney et al. (2019)	30735395	PXD010603
10145	Hs_Brain-Cohort_Caudate_Nucleus	Brain	McKetney et al. (2019)	30735395	PXD010603
10146	Hs_Brain-Cohort_Cerebellum	Brain	McKetney et al. (2019)	30735395	PXD010603
10147	Hs_Brain-Cohort_Entorinal_Cortex	Brain	McKetney et al. (2019)	30735395	PXD010603
10148	Hs_Brain-Cohort_Inferior_Parietal_Lobule	Brain	McKetney et al. (2019)	30735395	PXD010603
10149	Hs_Brain-Cohort_Middle_Frontal_Gyrus	Brain	McKetney et al. (2019)	30735395	PXD010603
10150	Hs_Brain-Cohort_Superior_Temporal_Gyrus	Brain	McKetney et al. (2019)	30735395	PXD010603
10151	Hs_Brain-Cohort_Thalamus	Brain	McKetney et al. (2019)	30735395	PXD010603
10152	Hs_Brain-Cohort_Visual_Cortex	Brain	McKetney et al. (2019)	30735395	PXD010603
10153	Hs_Multi-shotProteomicsWorkflow_Hela_39frac	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10154	Hs_Multi-shotProteomicsWorkflow_Hela_46frac	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10155	Hs_Multi-shotProteomicsWorkflow_Hela_70frac	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10156	Hs_Multi-shotProteomicsWorkflow_Hela_Chymotrypsin	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10157	Hs_Multi-shotProteomicsWorkflow_Hela_GluC	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10158	Hs_Multi-shotProteomicsWorkflow_Hela_LysC	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10159	Hs_Multi-shotProteomics_Hela_noPhosphoEnrichment	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10160	Hs_Multi-shotProteomics_Hela_Phospho-TiO2	Cancer Cell Lines, Other Female Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10161	Hs_Multi-shotProteomicsWorkflow_HEK293	Non Cancer Cell Lines	Bekker-Jensen et al. (2017)	28601559	PXD004452
10162	Hs_Multi-shotProteomicsWorkflow_A549	Cancer Cell Lines, Lung	Bekker-Jensen et al. (2017)	28601559	PXD004452
10163	Hs_Multi-shotProteomicsWorkflow_MCF7	Cancer Cell Lines, Breast	Bekker-Jensen et al. (2017)	28601559	PXD004452
10164	Hs_Multi-shotProteomicsWorkflow_SH-SY5Y	Cancer Cell Lines, Brain	Bekker-Jensen et al. (2017)	28601559	PXD004452
10165	Hs_Multi-shotProteomicsWorkflow_HCT116	Cancer Cell Lines, Digestive System	Bekker-Jensen et al. (2017)	28601559	PXD004452
10166	Hs_Multi-shotProteomicsWorkflow_COLON	Digestive System	Bekker-Jensen et al. (2017)	28601559	PXD004452
10167	Hs_Multi-shotProteomicsWorkflow_LIVER	Liver	Bekker-Jensen et al. (2017)	28601559	PXD004452
10168	Hs_Multi-shotProteomicsWorkflow_PROSTATE	Other Male Reproductive Organ	Bekker-Jensen et al. (2017)	28601559	PXD004452
10169	Hs_Urine_Evs_BBS-Stage2	Urine	Stokman et al. (2019)	30071318	PXD009784
10170	Hs_Urine_Evs_CED-Stage1	Urine	Stokman et al. (2019)	30071318	PXD009784
10171	Hs_Urine_Evs_CED-Stage3	Urine	Stokman et al. (2019)	30071318	PXD009784
10172	Hs_Urine_Evs_Control	Urine	Stokman et al. (2019)	30071318	PXD009784
10173	Hs_Urine_Evs_JBTS-Stage3	Urine	Stokman et al. (2019)	30071318	PXD009784
10174	Hs_Urine_Evs_NPH-Stage2	Urine	Stokman et al. (2019)	30071318	PXD009784
10175	Hs_Urine_Evs_NPH-Stage3	Urine	Stokman et al. (2019)	30071318	PXD009784
10176	Hs_Urine_Evs_NPH-Stage4-5	Urine	Stokman et al. (2019)	30071318	PXD009784
10177	Hs_Urine_Evs_NPH-Stage4	Urine	Stokman et al. (2019)	30071318	PXD009784
10178	Hs_Urine_Evs_NPH-Stage5	Urine	Stokman et al. (2019)	30071318	PXD009784
10179	Hs_KinaseActivity_BT-474_KB	Cancer Cell Lines, Breast	Ruprecht et al. (2015)	26378887	PXD002635
10180	Hs_KinaseActivity_SK-N-BE-2_BisX	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10181	Hs_KinaseActivity_SK-N-BE-2_CPd15	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10182	Hs_KinaseActivity_SK-N-BE-2_CPd19	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10183	Hs_KinaseActivity_SK-N-BE-2_CPd1	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10184	Hs_KinaseActivity_SK-N-BE-2_CPd5	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10185	Hs_KinaseActivity_SK-N-BE-2_CPd7	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10186	Hs_KinaseActivity_SK-N-BE-2_Dasatinib	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10187	Hs_KinaseActivity_SK-N-BE-2_MIB	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10188	Hs_KinaseActivity_SK-N-BE-2_MIB-KB	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10189	Hs_KinaseActivity_SK-N-BE-2_SB203580	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10190	Hs_KinaseActivity_SK-N-BE-2_VI	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10191	Hs_KinaseActivity_Fe-IMAC_Dimethyl	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10192	Hs_KinaseActivity_Fe-IMAC_Dimethyl-QE	Cancer Cell Lines, Other Anatomical Entities	Ruprecht et al. (2015)	26378887	PXD002635
10194	Hs_DeepProteome_Adrenal-Gland	Adrenal Gland	Wang et al. (2019)	30777892	PXD010154
10195	Hs_DeepProteome_Appendix	Digestive System	Wang et al. (2019)	30777892	PXD010154
10196	Hs_DeepProteome_Bone-Marrow	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10197	Hs_DeepProteome_Brain	Brain	Wang et al. (2019)	30777892	PXD010154
10198	Hs_DeepProteome_Colon	Digestive System	Wang et al. (2019)	30777892	PXD010154
10199	Hs_DeepProteome_Duodenum	Digestive System	Wang et al. (2019)	30777892	PXD010154
10200	Hs_DeepProteome_Endometrium	Other Female Reproductive Organ	Wang et al. (2019)	30777892	PXD010154
10201	Hs_DeepProteome_Esophagus	Digestive System	Wang et al. (2019)	30777892	PXD010154
10202	Hs_DeepProteome_Fallopian-Tube	Other Female Reproductive Organ	Wang et al. (2019)	30777892	PXD010154
10203	Hs_DeepProteome_Fat	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10204	Hs_DeepProteome_Gallbladder	Digestive System	Wang et al. (2019)	30777892	PXD010154
10205	Hs_DeepProteome_Heart	Heart	Wang et al. (2019)	30777892	PXD010154
10206	Hs_DeepProteome_Kidney	Kidney	Wang et al. (2019)	30777892	PXD010154
10207	Hs_DeepProteome_Liver	Liver	Wang et al. (2019)	30777892	PXD010154
10208	Hs_DeepProteome_Lung	Lung	Wang et al. (2019)	30777892	PXD010154
10209	Hs_DeepProteome_Lymph-Node	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10210	Hs_DeepProteome_Ovary	Ovary	Wang et al. (2019)	30777892	PXD010154
10211	Hs_DeepProteome_Pancreas	Pancreas	Wang et al. (2019)	30777892	PXD010154
10212	Hs_DeepProteome_Pituitary	Pituitary Gland	Wang et al. (2019)	30777892	PXD010154
10213	Hs_DeepProteome_Placenta	Placenta	Wang et al. (2019)	30777892	PXD010154
10214	Hs_DeepProteome_Prostate	Other Male Reproductive Organ	Wang et al. (2019)	30777892	PXD010154
10215	Hs_DeepProteome_Rectum	Digestive System	Wang et al. (2019)	30777892	PXD010154
10216	Hs_DeepProteome_Salivary-Gland	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10217	Hs_DeepProteome_Small-Intestine	Digestive System	Wang et al. (2019)	30777892	PXD010154
10218	Hs_DeepProteome_Smooth-Muscle	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10219	Hs_DeepProteome_Stomach	Digestive System	Wang et al. (2019)	30777892	PXD010154
10220	Hs_DeepProteome_Testis	Testis	Wang et al. (2019)	30777892	PXD010154
10221	Hs_DeepProteome_Thyroid	Thyroid Gland	Wang et al. (2019)	30777892	PXD010154
10222	Hs_DeepProteome_Urinary-Bladder	Urinary Bladder	Wang et al. (2019)	30777892	PXD010154
10223	Hs_DeepProteome_Tonsil-Arg-C	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10224	Hs_DeepProteome_Tonsil-Asp-N	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10225	Hs_DeepProteome_Tonsil-Chymotrypsin	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10226	Hs_DeepProteome_Tonsil-Chymotrypsin-Fusion	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10227	Hs_DeepProteome_Tonsil-Glu-C	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10228	Hs_DeepProteome_Tonsil-Lys-C	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10229	Hs_DeepProteome_Tonsil-Lys-N	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10193	Hs_DeepProteome_Tonsil-Trypsin	Other Anatomical Entities	Wang et al. (2019)	30777892	PXD010154
10230	Hs_ProteinTurnover_Hepatocytes	Liver	Mathieson et al. (2018)	29449567	PXD008512
10231	Hs_CellSurfaceProteome_AML193	Cancer Cell Lines, Blood	Leung et al. (2019)	30584089	PXD011298
10232	Hs_CellSurfaceProteome_HL60	Cancer Cell Lines, Blood	Leung et al. (2019)	30584089	PXD011298
10233	Hs_CellSurfaceProteome_HNT34	Cancer Cell Lines, Blood	Leung et al. (2019)	30584089	PXD011298
10234	Hs_CellSurfaceProteome_KG1a	Cancer Cell Lines, Blood	Leung et al. (2019)	30584089	PXD011298
10235	Hs_B-cell-Lymphoma_SuperSilac_BJAB_QExactive	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10236	Hs_B-cell-Lymphoma_SuperSilac_BJAB_Velos	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10237	Hs_B-cell-Lymphoma_SuperSilac_DB_QExactive	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10238	Hs_B-cell-Lymphoma_SuperSilac_DB_Velos	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10239	Hs_B-cell-Lymphoma_SuperSilac_HBL1	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10240	Hs_B-cell-Lymphoma_SuperSilac_HT_QExactive	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10241	Hs_B-cell-Lymphoma_SuperSilac_HT_Velos	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
10242	Hs_B-cell-Lymphoma_SuperSilac_OciLy3	Cancer Cell Lines, Blood	Deeb et al. (2012)	22442255	PXD002098
